"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-01","2009","01","01","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","38","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-02","2009","01","02","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","38","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-03","2009","01","03","","","","","","","M","","M","","M","0.0","T","0.0","","0.0","T","38","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-04","2009","01","04","","","","","","","M","","M","","M","0.0","","2.0","","2.0","","38","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-05","2009","01","05","","","","","","","M","","M","","M","0.0","","1.0","","3.0","","39","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-06","2009","01","06","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","39","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-07","2009","01","07","","","","","","","M","","M","","M","0.0","","15.3","","14.7","","39","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-08","2009","01","08","","","","","","","M","","M","","M","0.0","","1.9","","1.9","","41","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-09","2009","01","09","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","42","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-10","2009","01","10","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","42","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-11","2009","01","11","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","42","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-12","2009","01","12","","","","","","","M","","M","","M","0.0","","4.0","","1.0","","42","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-13","2009","01","13","","","","","","","M","","M","","M","0.0","","9.9","","9.7","","46","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-14","2009","01","14","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","49","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-15","2009","01","15","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","49","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-16","2009","01","16","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","49","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-17","2009","01","17","","","","","","","M","","M","","M","0.0","","0.6","","0.6","","49","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-18","2009","01","18","","","","","","","M","","M","","M","0.0","","8.2","","6.3","","49","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-19","2009","01","19","","","","","","","M","","M","","M","0.0","","3.8","","2.9","","49","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-20","2009","01","20","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","50","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-21","2009","01","21","","","","","","","M","","M","","M","0.0","","5.0","","3.3","","50","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-22","2009","01","22","","","","","","","M","","M","","M","0.0","","2.1","","1.5","","52","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-23","2009","01","23","","","","","","","M","","M","","M","0.0","T","9.2","","9.2","","52","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-24","2009","01","24","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","58","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-25","2009","01","25","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","59","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-26","2009","01","26","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","59","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-27","2009","01","27","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","59","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-28","2009","01","28","","","","","","","M","","M","","M","0.0","","21.0","","18.2","","59","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-29","2009","01","29","","","","","","","M","","M","","M","0.0","","0.5","","0.5","","72","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-30","2009","01","30","","","","","","","M","","M","","M","0.0","","6.0","","3.0","","72","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-01-31","2009","01","31","","","","","","","M","","M","","M","0.0","","1.0","","0.4","","73","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-01","2009","02","01","","","","","","","M","","M","","M","0.0","","7.0","","3.7","","73","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-02","2009","02","02","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-03","2009","02","03","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-04","2009","02","04","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-05","2009","02","05","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-06","2009","02","06","","","","","","","M","","M","","M","0.0","","0.0","T","0.0","T","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-07","2009","02","07","","","","","","","M","","M","","M","6.0","","1.6","","7.6","","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-08","2009","02","08","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","76","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","2009-02-09","2009","02","09","","","","","","","M","","M","","M","0.0","","0.0","","0.0","","76","","","","",""
