"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-01","1984","01","01","","-8.1","","-16.3","","-12.2","","30.2","","0.0","","0.0","","0.0","T","0.0","T","91","","","","<31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-02","1984","01","02","","-9.2","","-14.4","","-11.8","","29.8","","0.0","","0.0","","2.6","","1.8","","91","","","","<31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-03","1984","01","03","","-3.3","","-14.6","","-9.0","","27.0","","0.0","","0.0","","1.0","","0.2","","92","","","","<31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-04","1984","01","04","","1.1","","-3.5","","-1.2","","19.2","","0.0","","0.0","","2.6","","2.6","","88","","24","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-05","1984","01","05","","0.7","","-6.7","","-3.0","","21.0","","0.0","","0.0","T","1.4","","1.2","","86","","9","","37",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-06","1984","01","06","","0.1","","-5.7","","-2.8","","20.8","","0.0","","0.0","","5.8","","5.8","","84","","7","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-07","1984","01","07","","0.2","","-14.5","","-7.2","","25.2","","0.0","","0.0","","3.0","","2.4","","86","","","","<31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-08","1984","01","08","","-12.6","","-18.6","","-15.6","","33.6","","0.0","","0.0","","0.0","T","0.0","T","87","","","","<31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-09","1984","01","09","","-13.0","","-18.4","","-15.7","","33.7","","0.0","","0.0","","0.2","","0.2","","87","","27","","39",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL A","7016294","1984-01-10","1984","01","10","","-10.0","","-17.0","","-13.5","","31.5","","0.0","","0.0","","2.4","","1.2","","86","","","","<31",""
